Gene,Transcript
248307,514600
248307,505874
248307,503208
248307,512536
248307,513895
229140,523151
229140,446592
229140,520048
229140,595333
200235,363365
228086,432210
254105,521543
263479,579670
251453,505275
261573,566394
263132,571295
213368,439405
249942,510419
239579,460434
270729,604902
207229,384500
225447,432472
226335,443671
226335,424741
223249,411317
263228,576987
226684,457513
226684,574739
213421,455141
229562,416133
251376,512349
254538,533978
254538,534723
240069,453019
273377,609561
216636,404151
124523,379250
124523,359782
124523,606427
124523,379262
124523,606117
124523,397350
253559,520651
253559,521819
253559,523895
224177,417473
224177,437795
224177,453100
224177,432665
236278,455475
272640,580614
248029,445660
224849,433637
253273,519383
248760,515302
239059,459302
160404,336067
160404,373284
160404,373281
160404,463577
160404,472723
160404,463256
160404,496460
160404,494135
160404,493439
160404,458505
233083,430768
234329,437848
242486,417315
265123,585129
236080,455104
250356,509838
150316,545018
150316,540722
150316,545971
150316,539856
150316,542907
150316,542165
150316,279839
230402,416343
222114,410182
259916,561882
242280,486743
253926,519048
220643,404133
238677,459025
252163,516354
226207,432438
147100,587091
147100,590447
147100,276033
88888,428216
88888,358134
88888,416600
273240,608680
229989,412162
229989,432296
229989,436880
224685,435130
249717,508031
249717,507517
239967,473586
120555,475691
120555,489259
120555,604116
120555,328105
230896,430643
224335,450470
261834,565463
177485,326624
177485,557385
238641,458791
175513,532620
175513,534740
175513,533763
175513,531518
175513,608857
175513,528291
183981,418272
183981,340794
263763,577904
227700,415381
239981,463814
223824,423595
265513,579056
272469,607344
273204,609247
271860,607823
271860,606913
271860,607032
236111,463059
236111,399997
231957,417003
199879,363009
273234,609258
266096,577793
249454,503054
204253,399515
204253,342709
251633,460864
238484,459226
234283,428035
240518,489727
265219,584102
230946,425806
270864,568775
248165,513770
253643,519364
253643,517428
253643,520256
253643,519893
264052,581765
265687,580804
250033,510066
250033,510767
250033,512786
250033,514752
250033,512538
207975,385240
183122,493774
272288,606971
272288,606496
231311,416652
264680,582899
199990,363120
228626,441281
213110,392337
224087,433507
82212,321341
82212,382927
82212,589330
82212,585680
82212,591925
207759,385026
232467,413187
266387,582296
187109,261182
187109,552056
187109,393263
187109,431879
187109,552147
187109,547773
187109,552013
187109,544816
187109,542344
187109,535020
187109,549596
187109,547993
187109,547969
187109,552342
187109,547529
187109,548044
187109,550934
187109,551992
187109,548273
187109,551600
187109,547704
187109,551524
187109,549988
187109,547479
187109,549479
187109,551500
235818,472048
227747,436136
231196,434245
225108,452761
254223,522667
253768,519821
202220,365350
264975,579990
230417,434974
230417,423770
230417,432742
230417,510550
230417,421324
260265,561705
260265,567197
260265,562355
260265,563602
260610,563896
244295,466859
235795,414686
176871,315436
176871,441406
176871,543218
176871,535496
176871,540129
176871,543186
176871,536738
176871,537945
176871,536602
176871,542726
176871,544233
176871,542304
238107,427169
226957,450004
228033,421575
228033,443237
252223,516414
261259,567619
261259,562500
272979,609166
197617,472952
224110,506027
168398,542454
168398,554311
168398,539359
168398,306005
251370,510879
260842,566697
260842,563929
233654,457407
223760,427638
223760,424716
233114,426289
244252,445201
225172,422480
225172,440162
170382,367175
170382,367176
170382,367177
170382,496057
251725,515916
238367,459007
186328,334441
253833,517767
134121,256509
134121,481167
134121,397491
134121,427688
134121,421198
134121,489224
134121,453040
134121,435603
134121,486881
134121,449294
134121,461289
134121,471332
134121,470880
134121,470005
134121,445697
259852,564937
220505,403144
251935,516126
169856,560699
169856,305901
169856,561401
169856,570208
235988,452108
271907,607417
202079,365209
233184,453011
233184,446527
233184,416329
233184,454721
233184,449473
233184,451213
212348,391046
176349,402221
176349,480694
176349,318959
249353,502784
212241,390939
101198,370313
101198,370316
101198,466885
101198,470246
101198,370307
101198,370317
101198,486495
101198,461738
101198,472670
227857,452785
228509,421437
228509,411949
228509,428032
254288,519323
224481,452996
198983,362113
236920,418652
250315,598794
250315,515177
187944,342506
203664,522351
203664,366492
203664,530852
113391,395965
113391,505869
113391,509739
113391,509163
113391,502503
113391,511139
113391,510445
113391,506398
113391,504768
235656,419316
249091,507220
217130,408001
254317,524100
169840,302945
250001,515377
169621,303795
169621,529851
169621,445692
169621,471727
169621,488585
248397,504369
207728,384995
235504,424521
243831,452651
252744,516935
233410,427439
168621,326524
168621,381826
168621,427982
168621,515058
168621,510177
168621,502572
168621,344622
260921,568904
251856,516047
250719,506599
253625,518729
202408,365538
243402,490340
206717,383990
250560,506837
202111,365241
187472,340697
272163,607058
251372,502757
251372,507145
251372,515282
251372,510736
231138,446888
232604,418451
272824,609678
235852,413911
200075,363205
187762,339579
202515,365645
127720,248306
127720,548569
127720,547985
127720,547357
127720,548200
127720,550058
127720,551722
127720,550298
127720,548432
127720,552741
127720,551645
105221,392038
105221,483166
105221,476266
105221,489375
105221,391844
105221,496089
105221,476247
105221,584288
105221,311278
105221,497948
105221,579047
105221,578615
105221,391845
105221,486647
105221,578282
105221,579345
105221,480878
105221,580878
105221,578310
105221,601166
105221,492463
105221,537834
105221,491778
105221,578975
105221,487537
105221,441941
105221,486368
105221,596634
105221,452077
105221,392037
105221,416362
105221,578123
105221,423127
105221,358335
105221,456441
105221,583859
105221,580747
105221,416994
105221,427375
105221,498350
105221,581582
105221,424901
207340,384610
254263,521014
225779,457027
221437,408510
259997,566350
251185,505930
237332,450104
235492,432488
229023,342609
250515,511215
251307,506435
271042,603824
139515,381033
234677,435782
250786,508179
250786,509788
253720,520146
227135,420469
215863,381475
215863,417554
251454,509215
254164,520300
231718,452199
4961,321143
4961,380763
4961,380762
248106,505332
272406,606528
264241,583622
264441,578235
265226,579940
232668,438648
251383,512043
213438,394192
253955,517299
253955,519897
239006,410741
122687,467199
122687,242257
122687,486040
122687,407040
122687,440306
236817,435333
236817,446347
253043,517234
253202,523155
268070,601729
272374,605896
249481,515220
249481,288390
249481,506468
249481,323108
265880,578449
265880,579515
265880,577357
265880,584355
265880,584211
232022,446499
232022,606395
232022,607656
232022,429784
104725,221169
204588,419296
204588,336905
228190,441715
264653,582634
232699,602288
232699,413107
3756,347869
3756,469838
3756,404526
3756,441305
3756,433556
3756,438369
3756,464087
3756,492472
3756,437500
3756,417905
3756,395174
3756,496179
3756,462025
3756,471995
3756,474818
3756,494360
3756,441812
3756,489437
3756,474470
3756,475128
3756,493993
3756,475590
3756,492430
3756,479275
3756,464988
3756,461242
248646,510744
230686,431351
200304,363434
260141,561541
260141,564165
271410,605749
252842,517033
250735,507739
250735,515230
253959,523242
203377,366200
232334,455505
202064,365194
231858,456176
231858,429796
269154,599968
224477,448126
224477,447702
252765,516956
65548,337859
65548,421536
65548,437396
65548,477672
65548,481101
65548,468120
65548,496289
65548,498757
65548,445547
65548,544130
251942,516133
217004,402490
236468,430498
269962,602332
201183,364313
265135,581367
271578,603646
212342,391040
251023,505668
253428,521373
228506,418945
249504,506751
249504,562220
252394,516585
253656,523502
262658,572613
223897,421749
201644,364774
151612,508784
151612,513320
151612,379448
151612,503462
151612,511659
151612,515386
151612,509940
151612,511534
151612,508995
151612,513840
240673,481419
271434,604581
231551,426101
231551,445243
238296,459166
260900,569033
207402,384671
198452,419087
198452,366486
222644,410712
265280,578074
254098,518305
227154,436521
227154,421883
131263,332687
131263,349225
224371,437861
224371,454826
224371,443380
224371,413062
253259,520785
225938,432195
230611,431429
272154,607216
229717,438151
250853,502765
262301,570363
227632,430381
229455,442662
235749,449298
235749,582218
228439,452647
228439,384290
253992,523318
235721,262716
245928,501239
111344,546530
111344,261729
111344,446861
111344,549444
111344,548055
111344,551051
111344,546727
111344,418411
111344,548972
111344,547810
260940,561748
180389,381026
227542,419640
207456,384725
261599,564795
261599,564334
261599,562229
261599,567073
261599,564498
206291,383224
206291,481258
206291,428180
206291,437123
206291,441483
206291,483480
206291,474244
206291,439867
206291,551933
264740,583374
225846,477971
230411,438288
228399,455561
251544,502851
206509,383626
206509,418017
206509,482008
206509,383627
206509,485463
206509,471983
206509,359076
206509,487856
206509,469777
206509,433515
206509,483860
206509,479154
206509,489167
206509,425139
206509,547132
206509,550932
238756,459138
263805,583711
268162,600202
265931,582318
252130,516321
265452,581338
253686,517733
253686,521128
253686,518902
220913,405580
231984,448132
201610,364740
253407,521490
173810,454070
225884,413304
249858,505757
235937,418851
272017,607332
166860,300101
100122,215939
225871,454544
264010,580105
212368,391066
159784,443739
159784,410085
159784,409578
159784,409346
159784,409408
159784,409222
159784,519279
159784,521347
159784,519161
230756,437982
228530,439946
233334,448422
233334,432699
125618,263335
125618,397647
125618,348715
125618,429538
125618,465084
125618,480684
125618,497038
125618,468980
125618,485840
125618,554352
125618,467778
125618,554830
125618,263334
240426,485172
125355,309720
125355,371369
125355,371352
125355,519908
125355,480821
125355,440464
165556,381020
165556,548877
253507,519695
253507,524275
253507,519005
213225,452600
213225,450578
213225,392970
231671,454466
231671,439146
231671,444327
175467,312397
175467,532333
175467,529532
175467,528573
175467,530251
175467,533386
175467,529580
175467,528137
219755,407121
199857,362987
253998,521304
253998,558710
200139,363269
233766,424116
233766,428980
233766,609865
233766,609952
233766,595918
233766,596486
233766,594591
233766,597204
233766,599681
233766,594023
233766,598327
233766,594798
233766,602099
251718,515909
271021,603201
229747,458156
202248,365378
224864,497576
224864,434475
270656,605529
263401,580730
271826,607680
271826,606397
272108,606030
199303,362433
212456,391154
233266,437242
224863,416581
223491,416378
239899,463397
254211,520324
254211,523617
254211,522731
254211,522571
254211,518675
254132,520612
202491,365621
233342,420601
229315,443234
229315,430122
229315,452482
229315,451220
66136,467203
66136,424419
66136,427410
66136,447388
66136,425457
66136,453631
66136,456393
66136,372654
66136,534399
66136,372653
66136,372669
66136,372652
66136,372651
66136,531464
66136,440226
66136,525290
66136,530965
66136,416859
66136,308733
66136,414185
66136,525349
66136,483091
66136,488635
66136,496608
223612,433527
223612,545938
202329,365459
252441,516632
252860,517051
226715,415532
177839,316105
100478,557346
100478,542754
100478,556232
100478,216366
100478,334725
100478,554609
100478,554345
100478,555417
100478,556480
100478,313566
239112,459473
225667,455247
270431,605468
199466,362596
221403,408476
241114,455473
228559,450618
252530,516721
121207,500890
121207,502525
121207,499392
121207,507827
121207,336356
121207,510733
121207,502474
121207,510919
231863,417479
203457,366275
229220,422446
272157,607735
269956,602433
183298,431241
183298,332100
253158,523109
219023,403958
267383,590606
267383,593655
267383,586657
267383,585498
267383,592022
267383,585816
227801,383087
227801,443125
227801,451040
227801,439039
227801,549811
227801,547999
227801,550561
227801,549381
227801,549289
227801,547261
227801,551542
227801,551559
227881,435496
271291,603689
233827,439056
233827,424019
265583,581704
272841,608721
213946,429417
163449,433112
163449,437356
163449,295658
163449,455479
163449,406027
163449,454545
207494,384763
219257,403835
207501,384770
183463,332715
248525,504182
214807,399021
166415,567224
166415,396328
166415,557913
166415,360509
166415,559418
166415,560036
166415,567575
236140,427732
233647,419476
221021,408094
218749,407266
230044,399740
251340,503630
162552,290167
162552,415567
162552,441048
162552,542383
273093,608159
227913,441609
189430,291890
189430,601903
189430,601137
189430,598576
189430,594765
189430,350790
189430,338835
189430,357397
189430,447255
229395,414394
127328,247833
127328,378815
127328,483530
127328,417413
127328,549760
127328,550536
127328,378809
127328,362025
127328,552199
127328,547591
127328,550647
127328,547055
127328,551641
127328,553099
127328,526994
127328,550847
127328,481897
127328,552610
127328,325555
272156,606436
253832,522570
213045,425737
169057,303391
169057,453960
169057,407218
169057,486506
169057,369957
169057,496908
169057,481807
169057,463644
169057,460227
169057,415944
169057,488293
234398,426461
213177,447134
228237,442839
228237,418985
146001,526308
146001,524813
249456,508096
253670,519036
212579,391277
217557,404178
249410,504372
234367,443612
265527,583739
226899,449984
232227,433550
232227,422017
252717,516908
223063,411131
35403,372755
35403,478896
35403,461383
35403,436396
35403,472585
35403,211998
35403,417648
271277,603614
264572,581038
252934,517125
235360,366431
232909,452048
253870,519290
236476,419949
232464,436423
225437,440924
225437,433489
225437,418665
225792,451368
225792,451264
229002,440916
234785,434365
228108,433475
229730,420753
214298,415184
236595,423150
223056,411124
227212,476786
203721,367355
203721,367356
220734,403727
232050,440996
237722,448112
196431,354760
196431,466315
241811,492765
236464,420391
154198,505841
154198,423332
251368,503994
227418,454040
227418,606314
227136,415959
227136,461034
227136,476909
227136,459633
264759,580961
211498,390164
197121,354764
197121,423035
197121,422444
197121,459896
197121,470179
197121,409475
197121,476250
197121,482051
197121,409188
197121,374738
197121,485830
199322,362452
237253,415104
253476,523840
162699,440278
271304,605269
229770,434510
248854,515565
232578,506586
232578,416251
239136,459251
182208,531976
182208,329957
182208,526462
182208,526698
182208,529380
182208,529897
255927,536192
237719,453556
106268,356714
106268,397046
106268,397048
106268,454650
106268,343985
106268,339737
106268,471348
106268,487426
106268,397049
226675,430618
237887,395315
166483,450114
166483,299613
166483,524549
166483,524612
166483,530712
166483,530175
166483,532275
166483,527848
253109,519073
226242,434525
217514,406553
224192,414989
95627,369282
95627,369280
95627,251864
95627,369281
95627,422662
207205,384476
214870,439120
214870,430548
214870,421862
214870,449537
214870,420774
214870,448056
214870,418758
262096,570871
230623,427825
221743,408816
50030,55682
50030,424929
271439,605374
231954,444325
252267,516458
260088,568695
253100,517964
246982,526611
246982,499560
110583,338447
110583,536939
110583,534965
110583,377793
110583,539656
110583,544138
110583,542163
110583,545161
110583,544194
110583,542633
110583,456907
231267,427485
231267,538306
270419,604200
216378,404225
233359,447916
230203,450463
249381,515860
265682,578475
252158,516349
263074,570630
263074,583952
263074,577754
263074,575915
263074,578014
263074,577665
263074,578678
263074,588793
166169,463515
166169,370168
166169,370169
166169,339310
166169,299206
166169,370172
166169,415897
166169,485369
166169,429502
166169,470140
166169,426919
166169,454524
166169,413344
166169,461587
166169,430045
166169,370162
166169,370158
166169,456836
166169,436284
231333,432390
262211,576302
254255,521318
253244,523279
255729,535969
249781,512976
249781,511616
249781,606744
249781,606222
249781,606169
248305,506991
228692,446476
230864,414418
229335,451869
229335,415394
236211,419523
145850,274532
145850,406964
145850,407087
228082,411442
261522,562821
261522,562856
235538,452944
237533,457353
253521,520457
261188,566814
261188,565764
232658,411966
253860,521692
234943,431130
166863,357616
166863,458521
166863,438756
166863,393867
166863,379411
166863,441881
166863,423597
166863,300108
166863,415231
166863,496757
211513,390179
232765,440645
266128,577957
220695,406773
248795,502915
264979,583272
222570,410638
233217,435735
253447,517582
253447,519942
253447,520190
234257,396543
264281,582508
264281,597044
260422,564697
269487,600716
141642,588577
141642,269466
141642,586966
141642,591429
270137,602328
237343,455105
253342,522524
200616,363746
272070,606901
272070,606674
230627,451328
224666,411643
229102,435560
222614,410682
254178,520386
253461,517744
250977,506232
201957,365087
238018,456363
240733,481857
233586,432512
223697,429151
223697,608375
266328,583537
269576,596369
272700,609807
264878,583113
200635,363765
260000,565695
235244,430756
206968,384241
240621,476497
250501,502606
250501,513400
239964,483066
226739,434356
235136,448334
260065,564772
269014,597106
212091,390802
270239,605072
263894,584674
256178,436946
227908,500093
151948,441390
151948,442111
151948,281703
151948,539044
151948,413816
151948,537468
151948,542193
229353,488124
229353,471059
229353,424713
229353,466115
229353,550539
229353,551808
229353,548628
229353,549652
248731,401453
238554,459274
226384,440824
226384,438348
226384,430576
226384,494704
226384,496881
226384,486591
163630,478456
163630,478300
163630,450542
163630,468110
163630,496889
163630,460142
163630,493532
163630,467934
163630,295894
163630,498449
163630,472899
163630,479198
163630,478744
163630,460711
163630,465156
201032,364162
230582,441419
230582,541527
230496,446518
227455,456118
227455,605741
233370,418944
170037,576538
170037,380262
170037,563694
170037,570782
170037,570784
170037,575408
170037,565740
170037,571540
170037,571632
170037,576587
170037,576922
170037,574430
170037,576723
170037,573862
170037,576536
170037,380255
252071,516262
251864,516055
199620,362750
221760,408833
240237,485217
270987,604292
270133,514061
229594,432754
238971,408086
236011,211377
236011,447705
236011,427527
236011,456191
236011,433857
236011,426953
236011,450924
236011,424399
236011,440952
236011,440374
229191,446333
229191,458003
263555,584468
213500,454686
235218,441105
266828,579354
232990,453315
213707,395823
217878,407696
265134,577414
261381,569660
231334,449838
270132,602893
122025,241453
122025,380987
122025,469894
122025,380982
122025,537084
231371,418396
250195,505607
250195,511951
250195,507038
249997,510008
226912,425548
199523,362653
238999,459146
234132,415359
235887,456469
243537,479066
269619,601565
108469,578865
108469,443199
108469,423245
108469,317905
108469,581825
108469,582548
108469,580707
108469,579265
108469,585205
108469,578201
108469,583673
108469,582464
108469,579739
108469,581827
108469,420326
108469,340830
108469,584999
108469,580078
108469,579274
206681,383954
238145,437364
257966,550756
218475,401561
252507,516698
253638,517470
236627,435810
196290,426253
196290,454952
196290,409020
196290,359683
196290,409357
196290,409129
196290,409588
196290,436412
196290,416651
244198,498693
244198,460955
244198,464929
244198,474656
244198,493248
244198,480074
244198,477797
244198,489077
230548,450813
249213,512187
169164,347911
169164,513415
249175,513849
238326,459441
223495,444165
268061,593284
268061,594367
229821,453155
200086,363216
254011,520587
249236,511861
250577,506416
260813,565856
227048,413162
223942,431017
47648,380736
47648,303025
47648,337414
47648,495242
47648,489330
47648,380717
47648,380718
47648,491514
47648,534860
47648,380732
47648,413512
231448,444424
234934,458676
264953,580602
220349,494644
266376,583669
218536,405705
252503,516694
264280,583519
232598,427609
203327,366153
240723,482631
184677,400239
184677,375647
184677,404138
184677,374651
224818,430471
268746,599924
223414,444465
223414,455853
223414,581850
223414,584179
223414,584911
179967,509033
234558,424316
249722,503317
269806,598376
187037,461610
187037,450180
187037,467202
187037,447769
187037,334425
253032,517223
224219,448883
265892,579858
216412,424565
216412,406939
253487,519999
221803,408876
248136,503471
243592,467688
260998,569791
224536,454651
207384,384654
228496,455754
228496,435175
259832,563017
169184,302326
169184,424656
169184,497225
228451,519902
228451,524156
252362,516553
269656,602048
151962,514866
151962,281722
151962,510397
151962,512640
227799,430010
206722,383995
144036,272427
144036,490919
144036,471335
144036,492257
144036,464347
144036,410104
144036,410112
144036,485398
207339,384609
223396,441932
200520,363650
248449,502926
248449,507007
257569,548078
261196,568156
213035,495605
249306,515513
249306,507361
249306,510234
249306,504512
249306,511707
249306,506862
252961,517152
242150,482594
227486,452532
260142,569293
225783,421867
225783,418918
225783,440347
225783,450203
225783,430483
225783,439738
225783,422403
225783,436238
225783,425476
225783,455640
225783,451141
225783,452429
225783,423278
225783,413665
225783,421151
225783,456129
225783,430080
225783,458302
225783,419237
225783,449717
225783,453023
273247,608661
273247,608345
273247,608663
273247,609359
273247,610159
271150,604064
261593,567218
242943,435754
219757,407792
224670,446164
223003,411071
252687,516878
253592,517443
207033,384306
217120,407015
259108,555406
259108,556021
259893,565654
251435,510813
238375,459447
258554,554022
252196,516387
202283,365413
105329,598758
105329,221930
105329,600196
105329,597453
236390,449492
242020,488078
236077,428194
214745,398901
261290,569984
239953,481561
175658,421395
175658,535197
175658,309892
216817,401880
79246,392133
79246,429133
79246,476360
79246,417391
79246,451695
79246,460284
79246,493706
79246,471649
79246,485763
79246,392132
203643,430048
216624,402643
246422,502205
204110,570443
237493,552016
162997,563365
162997,295112
162997,579162
221983,596304
221983,430157
221983,596273
221983,598814
221983,442744
221983,595683
221983,599256
221983,595158
221983,598780
221983,599551
221983,597451
221983,599595
221983,596272
221983,594527
215043,399502
103202,397722
103202,454619
103202,448828
103202,444498
103202,460297
103202,382940
103202,219479
103202,433358
103202,450036
103202,468031
225154,445574
240974,496103
221072,408145
234135,434984
231871,413035
231871,421449
231871,421159
221595,408668
255990,541217
233550,422855
175701,414416
175701,426713
214428,398310
229559,445172
229559,434901
243806,478965
269420,601548
269420,596552
269420,601950
253430,522547
257449,551846
226915,429272
230790,431500
261165,570250
249545,503710
142945,452259
142945,372224
142945,493027
142945,455186
142945,480574
142945,372217
142945,423289
142945,472235
142945,372218
142945,372222
225506,444042
237860,424402
257553,548595
103966,220325
103966,569223
271435,605408
265056,581352
230105,446028
236695,453073
254009,518423
264802,577455
86289,476620
86289,199448
86289,423717
86289,425345
86289,559325
224352,449160
225514,438556
218173,406305
252944,517135
251203,515686
235121,429443
227535,422930
204272,374922
204272,423617
204272,451583
222854,410922
212265,390963
200942,364072
231297,456477
231297,363572
252827,517018
269534,596563
269534,596839
221028,408101
248781,515236
109686,604922
109686,409598
109686,409252
109686,478503
109686,514152
109686,427414
109686,508492
109686,462257
109686,604030
109686,604440
109686,474743
109686,514013
109686,304527
109686,455740
109686,424281
228737,422040
258776,554149
258776,557467
258776,555946
258776,557136
222054,410122
271099,604667
225165,507713
210678,387943
232527,420597
232527,452399
232527,294715
232527,457390
232527,539543
223774,414927
223774,458139
265172,578394
230159,446495
201292,364422
249697,504349
203809,369123
226040,515639
226040,421425
269321,594589
233365,444219
225539,438505
225539,450848
225539,419786
224805,429328
178162,424873
178162,449066
178162,430785
178162,423905
178162,433703
178162,413041
178162,438056
178162,415406
250787,513734
163660,461804
163660,295926
163660,464316
163660,471247
163660,474539
163660,475298
163660,476744
163660,470121
163660,468977
163660,467849
163660,476367
163660,477127
163660,464679
163660,495471
163660,481173
163660,479052
163660,483789
163660,478454
163660,479596
163660,465947
163660,467081
163660,464575
163660,471044
163660,466101
163660,295925
206637,383910
268583,595201
213536,255500
226252,422216
206964,384237
238003,412093
212147,390845
227920,414875
265665,577951
233231,421336
268001,602172
108175,334512
108175,472035
108175,478357
108175,446377
225762,420876
254362,518031
237748,421129
243801,484915
273478,608886
253127,518643
203808,580511
203808,580854
203808,369122
203808,369120
214930,399259
240401,366287
240401,599475
240401,608103
240401,599352
240401,600219
240401,594078
200818,363948
234678,419190
234678,415582
232747,442736
237424,445551
180957,335272
180957,320996
180957,477861
180957,493007
180957,415296
180957,436663
180957,465179
180957,460566
180957,471825
180957,455418
224217,432026
263926,579627
243388,467870
264107,583377
268186,600941
225259,522430
225259,393673
264022,581702
224799,430456
225945,415890
225394,418805
135469,308197
135469,551566
135469,551911
135469,433805
135469,550071
135469,546614
135469,546544
135469,553234
135469,549545
135469,551814
258758,556703
271355,604764
268530,600529
268530,596497
268530,593476
268530,600650
203825,449715
265444,578268
264560,582194
95370,373277
95370,420366
95370,314830
95370,468969
95370,484160
95370,471939
95370,440630
95370,464239
95370,488685
95370,414380
95370,373276
95370,373274
95370,429553
253208,524123
215048,399500
215048,399491
215048,486122
215048,469961
215048,494369
215048,475215
215048,402095
215048,432661
215048,468854
215048,548907
238509,459597
261760,561715
261760,562665
261760,568189
261760,564038
261760,566951
261760,568756
261760,562613
261220,561761
167258,584632
167258,430627
167258,447079
167258,581593
167258,559663
167258,584336
167258,581963
167258,559545
167258,585161
167258,558240
237708,404529
261420,568025
226221,450941
252517,516708
255497,533569
266371,584382
229554,413752
212259,390957
212273,390971
259136,555786
243313,496478
230173,447194
232082,416770
240519,486251
263535,581275
253970,521337
261682,562827
200597,363727
250240,512486
250240,513235
221544,408617
258592,554160
258592,551408
226310,439622
218521,405398
232183,411940
253916,523429
252918,517109
234553,431789
206752,384025
259800,567426
222958,411026
272102,606817
239595,484117
249007,504773
213526,435341
264094,583014
253561,517695
200706,363836
235272,444122
221346,408419
235056,418387
264862,578050
231765,423543
228650,438117
131269,253577
131269,339447
131269,373394
131269,529949
131269,490858
131269,534570
131269,469368
131269,534524
131269,526404
231628,452363
207800,385065
238716,458769
269423,597574
227883,427294
253165,517380
232296,453255
235008,454907
260471,563335
224099,413290
261536,561925
254342,520479
259008,556602
226533,412822
266459,579485
235811,457453
253813,519826
216639,404904
231831,413059
253501,522638
259039,555600
227109,416794
254313,523552
207614,384882
199938,363068
269751,599877
269751,600597
113249,522693
113249,523175
113249,339252
113249,517644
113249,518745
113249,425854
113249,544197
215288,522530
253593,520149
271893,606986
226031,446383
226031,438238
221038,408111
221447,408520
179571,401087
179571,392971
261248,561669
217227,404701
231654,455390
265976,581700
202206,365336
263031,571567
263031,571320
263031,572271
263031,575036
263031,575233
263031,574462
263031,572630
258856,600311
258856,555494
227947,454285
269814,598924
271240,605278
223466,452381
259972,566411
259972,565313
259972,561921
199187,362317
253627,523317
101199,370283
101199,523114
101199,547204
101199,522959
101199,549047
101199,523460
101199,520485
101199,524192
101199,519531
101199,370275
101199,518601
101199,353546
101199,522403
101199,550188
101199,518794
101199,468975
101199,520022
101199,518691
101199,518618
101199,395285
101199,549076
101199,519604
101199,519273
238066,438228
223814,438589
254019,518520
266877,578650
234919,432711
248492,505776
219902,403133
268093,600303
268093,598735
268093,594850
253191,517449
197146,356949
201329,364459
170430,306010
170430,482653
170430,482547
170430,462672
224314,447458
225028,445070
266448,578645
242110,335606
242110,382072
242110,506639
242110,514195
242110,382085
242110,502637
242110,426255
242110,512079
242110,382068
242110,441713
222630,410698
170289,517327
170289,320005
170289,519777
267699,590722
267699,588256
227598,444102
236355,439844
239763,493458
237567,423489
243323,490225
243323,482597
243323,490575
271048,605856
267104,587125
267104,407042
213107,331585
267220,592921
250637,511619
204882,377741
221616,408689
226133,456803
226133,439795
265828,582614
260414,568623
244297,468411
202026,365156
270716,604600
219273,404462
219088,404930
260884,564455
272980,609590
265863,584218
102001,376251
102001,323022
102001,376265
102001,486943
102001,481035
102001,480889
185149,329476
185149,506608
215174,434992
251348,508643
201813,364943
232871,474419
232871,483163
232871,430145
232871,473944
232871,521217
257593,553150
267641,589779
200198,363328
142039,269967
142039,596882
142039,600918
203435,447755
269919,602426
231413,455238
272713,609734
263567,577970
212586,391284
86288,199447
86288,455500
86288,444718
86288,440017
86288,426106
86288,476435
227427,416450
230697,449663
273023,609929
237180,414953
265046,585025
223223,411291
244710,488710
214331,566802
214331,563377
214331,565724
214331,429810
214331,568371
235668,436208
229468,450678
252444,516635
267771,587562
263990,583236
254403,528485
231150,418399
231150,416948
231150,453417
183439,329314
216966,404577
233941,449180
271524,605448
272456,606279
266745,578460
213376,511530
234966,423184
253058,517249
141294,269025
141294,579742
141294,579971
141294,584580
141294,584809
228004,449268
271871,607378
242267,604015
242267,452503
242267,401057
242267,453388
207499,384768
253999,519131
237485,448208
237485,441442
268620,599065
202386,365516
234904,427418
264300,582184
264300,583346
261244,565869
259820,568248
153147,283131
153147,515531
153147,508573
197442,359015
197442,463140
197442,355845
254743,525712
254099,520882
200314,363444
235975,433780
249031,505273
184489,521578
184489,520105
184489,523147
184489,524028
184489,329397
184489,349124
242066,487317
200295,363425
231720,454185
232017,442156
216977,406094
250347,511085
252442,516633
220076,407768
227878,420310
214646,563867
214646,568184
214646,398727
213985,521432
264497,448026
250256,505567
264835,577762
205148,378936
228648,439207
199577,362707
255538,525296
137766,260323
137766,561210
137766,559093
137766,539562
137766,560537
137766,545554
137766,537900
229654,424162
206758,384031
231304,455626
269055,593976
224607,453184
224607,558152
217447,402817
248929,515857
266777,582640
266777,583601
266777,579186
235191,416432
220556,490892
261734,566804
250486,513876
236835,420516
254477,525337
206807,384080
223720,431986
251670,502684
177688,326669
173954,309296
173954,605203
221659,408732
272549,609107
217165,405487
234964,524732
234964,458175
269274,593952
266890,583531
252306,516497
272211,606818
260419,569850
260366,569130
251144,510150
239161,459047
263598,580668
236380,475503
236380,596446
272491,606809
204754,377300
267898,599784
267898,594305
270929,603021
264597,577318
235142,602621
235142,436659
235142,428750
235142,418134
235142,607758
235142,415714
235142,433965
235142,427903
235142,606430
235142,602934
235142,430094
235142,607090
260827,563960
260827,565847
203688,400831
197363,533965
197363,526178
197363,530879
197363,528012
197363,531720
197363,525105
197363,529429
197363,359971
225567,439100
229056,430904
229056,433933
229056,605907
23902,369126
23902,369124
23902,479194
23902,492304
23902,466659
23902,477309
23902,441340
23902,485470
23902,502767
23902,25469
251122,513462
255393,534388
272511,606582
185551,421109
185551,394166
185551,559679
185551,453270
185551,394171
229543,434440
224986,452549
133789,447399
133789,318950
133789,526358
133789,531814
133789,524817
133789,534662
133789,534562
251000,514941
228635,444153
266609,583006
268655,600007
213065,392115
230229,416341
218986,305491
206700,383973
254069,523451
176979,512596
176979,507119
176979,508504
176979,341062
